Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Genus]	Characteristics[Species]	Characteristics[Observation Unit Type]	Characteristics[Variety Name]	Characteristics[Original Coding]	Characteristics[Reference Database 1]	Characteristics[Reference Database 2]	Protocol REF	Sample Name	Factor Value[year]	Factor Value[loc]	Factor Value[rep]	Factor Value[block]
genotype_278	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nutka	GW0280	http://wheatpedigree.net/sort/show/84513	https://www.proplanta.de/Pflanzenbauberater/Sorten/Nutka-Winterweichweizen_sks_3852WW1.html	Phenotyping	sample_6298	2010	WOH	2	70
genotype_278	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nutka	GW0280	http://wheatpedigree.net/sort/show/84513	https://www.proplanta.de/Pflanzenbauberater/Sorten/Nutka-Winterweichweizen_sks_3852WW1.html	Phenotyping	sample_2837	2010	AND	2	22
genotype_278	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nutka	GW0280	http://wheatpedigree.net/sort/show/84513	https://www.proplanta.de/Pflanzenbauberater/Sorten/Nutka-Winterweichweizen_sks_3852WW1.html	Phenotyping	sample_3816	2010	JAN	2	31
genotype_278	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Nutka	GW0280	http://wheatpedigree.net/sort/show/84513	https://www.proplanta.de/Pflanzenbauberater/Sorten/Nutka-Winterweichweizen_sks_3852WW1.html	Phenotyping	sample_170	2009	AND	1	17
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_6216	2010	WOH	2	62
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_3233	2010	JAN	1	2
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_5537	2010	SEL	2	74
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_3574	2010	JAN	2	19
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_4156	2010	SAU	1	8
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_2815	2010	AND	1	21
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_2168	2009	WOH	2	57
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_507	2009	AND	2	51
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_238	2009	AND	1	24
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_4415	2010	SAU	2	21
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_1679	2009	WOH	1	8
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_1017	2009	SEL	1	22
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_5187	2010	SEL	1	39
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_2973	2010	AND	2	29
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_1597	2009	SEL	2	80
genotype_279	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Ostka Strzelecka	GW0281	http://wheatpedigree.net/sort/show/46998	NA	Phenotyping	sample_5677	2010	WOH	1	8
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_281	2009	AND	1	29
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_434	2009	AND	2	44
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_5022	2010	SEL	1	23
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_5472	2010	SEL	2	68
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_5741	2010	WOH	1	15
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_6132	2010	WOH	2	54
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_2662	2010	AND	2	14
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_801	2009	SEL	1	1
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_3483	2010	JAN	2	15
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_1361	2009	SEL	2	57
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_4541	2010	SAU	1	28
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_4542	2010	SAU	2	28
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_1951	2009	WOH	1	36
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_2351	2009	WOH	2	76
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_3541	2010	JAN	1	18
genotype_28	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Discus	GW0028	http://wheatpedigree.net/sort/show/119358	https://www.proplanta.de/Pflanzenbauberater/Sorten/Discus-Winterweichweizen_sks_3430WW1.html	Phenotyping	sample_2981	2010	AND	1	30
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_3031	2010	AND	2	32
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_5407	2010	SEL	2	61
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_4658	2010	SAU	1	33
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_2473	2010	AND	1	4
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_6227	2010	WOH	2	63
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_5985	2010	WOH	1	39
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_3336	2010	JAN	1	7
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_517	2009	AND	2	52
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_3535	2010	JAN	2	17
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_859	2009	SEL	1	6
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_1778	2009	WOH	1	18
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_2358	2009	WOH	2	76
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_306	2009	AND	1	31
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_4968	2010	SEL	1	17
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_4433	2010	SAU	2	22
genotype_280	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rywalka	GW0282	http://wheatpedigree.net/sort/show/91441	NA	Phenotyping	sample_1498	2009	SEL	2	70
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_5066	2010	SEL	1	27
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_4694	2010	SAU	1	35
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_148	2009	AND	1	15
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_1125	2009	SEL	1	33
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_6077	2010	WOH	2	48
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_4695	2010	SAU	2	35
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_3892	2010	JAN	1	35
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_2992	2010	AND	1	30
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_3553	2010	JAN	2	18
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_2149	2009	WOH	2	55
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_1858	2009	WOH	1	26
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_5327	2010	SEL	2	53
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_655	2009	AND	2	66
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_2713	2010	AND	2	16
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_5645	2010	WOH	1	5
genotype_281	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Rubens	GW0283	http://wheatpedigree.net/sort/show/72853	NA	Phenotyping	sample_1279	2009	SEL	2	48
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_3836	2010	JAN	1	32
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_6129	2010	WOH	2	53
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_3392	2010	JAN	2	10
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_5108	2010	SEL	1	31
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_5767	2010	WOH	1	17
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_5298	2010	SEL	2	50
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_1746	2009	WOH	1	15
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_718	2009	AND	2	72
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_847	2009	SEL	1	5
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_4192	2010	SAU	2	10
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_2934	2010	AND	2	27
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_1437	2009	SEL	2	64
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_2573	2010	AND	1	9
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_379	2009	AND	1	38
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_4738	2010	SAU	1	37
genotype_282	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Satyna	GW0284	http://wheatpedigree.net/sort/show/91637	NA	Phenotyping	sample_2306	2009	WOH	2	71
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_5995	2010	WOH	1	40
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_4713	2010	SAU	1	36
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_767	2009	AND	2	77
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_1037	2009	SEL	1	24
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_5196	2010	SEL	1	40
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_5548	2010	SEL	2	75
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_4557	2010	SAU	2	28
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_315	2009	AND	1	32
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_3634	2010	JAN	1	22
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_2795	2010	AND	1	20
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_1367	2009	SEL	2	57
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_1947	2009	WOH	1	35
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_2288	2009	WOH	2	69
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_6316	2010	WOH	2	72
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_3937	2010	JAN	2	37
genotype_283	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Smuga	GW0285	http://wheatpedigree.net/sort/show/91442	NA	Phenotyping	sample_2494	2010	AND	2	5
genotype_284	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Sukces	GW0286	http://wheatpedigree.net/sort/show/91444	NA	Phenotyping	sample_1588	2009	SEL	2	79
genotype_284	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Sukces	GW0286	http://wheatpedigree.net/sort/show/91444	NA	Phenotyping	sample_128	2009	AND	1	13
genotype_284	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Sukces	GW0286	http://wheatpedigree.net/sort/show/91444	NA	Phenotyping	sample_985	2009	SEL	1	19
genotype_284	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Sukces	GW0286	http://wheatpedigree.net/sort/show/91444	NA	Phenotyping	sample_4473	2010	SAU	1	24
genotype_284	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Sukces	GW0286	http://wheatpedigree.net/sort/show/91444	NA	Phenotyping	sample_4395	2010	SAU	2	20
genotype_284	Triticum aestivum	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_4565	Triticum	aestivum	plot	Sukces	GW0286	http://wheatpedigree.net/sort/show/91444	NA	Phenotyping	sample_5967	2010	WOH	1	37
