Sample Name	Protocol REF	Parameter Value[FHB]	Parameter Value[DTR]	Parameter Value[SEP]	Assay Name
sample_3865	Phenotyping	33.4444444444444			assay_3865
sample_3866	Phenotyping	39.1111111111111			assay_3866
sample_3867	Phenotyping	36.6666666666667			assay_3867
sample_3868	Phenotyping	7.77777777777778			assay_3868
sample_3869	Phenotyping	7.85388888888889			assay_3869
sample_387	Phenotyping	26.3888888888889			assay_387
sample_3870	Phenotyping	8.76111111111111			assay_3870
sample_3871	Phenotyping	26.0			assay_3871
sample_3872	Phenotyping	26.1055555555556			assay_3872
sample_3873	Phenotyping	20.8844444444444			assay_3873
sample_3874	Phenotyping	11.6666666666667			assay_3874
sample_3875	Phenotyping	5.76111111111111			assay_3875
sample_3876	Phenotyping	4.2			assay_3876
sample_3877	Phenotyping	10.8722222222222			assay_3877
sample_3878	Phenotyping	6.25333333333333			assay_3878
sample_3879	Phenotyping	10.7666666666667			assay_3879
sample_388	Phenotyping	12.35			assay_388
sample_3880	Phenotyping	16.2222222222222			assay_3880
sample_3881	Phenotyping	14.1066666666667			assay_3881
sample_3882	Phenotyping	2.53333333333333			assay_3882
sample_3883	Phenotyping	24.5833333333333			assay_3883
sample_3884	Phenotyping	16.1333333333333			assay_3884
sample_3885	Phenotyping	19.1666666666667			assay_3885
sample_3886	Phenotyping	27.8666666666667			assay_3886
sample_3887	Phenotyping	22.9333333333333			assay_3887
sample_3888	Phenotyping	23.3333333333333			assay_3888
sample_3889	Phenotyping	16.6444444444444			assay_3889
sample_389	Phenotyping	23.3611111111111			assay_389
sample_3890	Phenotyping	10.2			assay_3890
sample_3891	Phenotyping	13.3			assay_3891
sample_3892	Phenotyping	27.4			assay_3892
sample_3893	Phenotyping	29.5555555555556			assay_3893
sample_3894	Phenotyping	33.8333333333333			assay_3894
sample_3895	Phenotyping	13.86			assay_3895
sample_3896	Phenotyping	11.7222222222222			assay_3896
sample_3897	Phenotyping	13.6722222222222			assay_3897
sample_3898	Phenotyping	41.25			assay_3898
sample_3899	Phenotyping	43.75			assay_3899
sample_39	Phenotyping	11.0833333333333			assay_39
sample_390	Phenotyping	17.8888888888889			assay_390
sample_3900	Phenotyping	39.6666666666667			assay_3900
sample_3901	Phenotyping	7.0			assay_3901
sample_3902	Phenotyping	7.23555555555556			assay_3902
sample_3903	Phenotyping	5.82666666666667			assay_3903
sample_3904	Phenotyping	6.13888888888889			assay_3904
sample_3905	Phenotyping	6.77666666666667			assay_3905
sample_3906	Phenotyping	16.7388888888889			assay_3906
sample_3907	Phenotyping	16.2555555555556			assay_3907
sample_3908	Phenotyping	15.4			assay_3908
sample_3909	Phenotyping	21.8055555555556			assay_3909
sample_391	Phenotyping	8.94555555555556			assay_391
sample_3910	Phenotyping	23.7222222222222			assay_3910
sample_3911	Phenotyping	29.8666666666667			assay_3911
sample_3912	Phenotyping	19.8055555555556			assay_3912
sample_3913	Phenotyping	24.2666666666667			assay_3913
sample_3914	Phenotyping	25.6666666666667			assay_3914
sample_3915	Phenotyping	21.3333333333333			assay_3915
sample_3916	Phenotyping	19.2111111111111			assay_3916
sample_3917	Phenotyping	12.75			assay_3917
sample_3918	Phenotyping	12.6666666666667			assay_3918
sample_3919	Phenotyping	18.5277777777778			assay_3919
sample_392	Phenotyping	10.1055555555556			assay_392
sample_3920	Phenotyping	20.41			assay_3920
sample_3921	Phenotyping	18.0711111111111			assay_3921
sample_3922	Phenotyping	26.3888888888889			assay_3922
sample_3923	Phenotyping	27.3888888888889			assay_3923
sample_3924	Phenotyping	24.8444444444444			assay_3924
sample_3925	Phenotyping	25.3333333333333			assay_3925
sample_3926	Phenotyping	21.5277777777778			assay_3926
sample_3927	Phenotyping	24.5555555555556			assay_3927
sample_3928	Phenotyping	10.85			assay_3928
sample_3929	Phenotyping	8.94555555555556			assay_3929
sample_393	Phenotyping	16.5			assay_393
sample_3930	Phenotyping	7.77777777777778			assay_3930
sample_3931	Phenotyping	13.4444444444444			assay_3931
sample_3932	Phenotyping	11.8222222222222			assay_3932
sample_3933	Phenotyping	16.1			assay_3933
sample_3934	Phenotyping	8.19222222222222			assay_3934
sample_3935	Phenotyping	4.82222222222222			assay_3935
sample_3936	Phenotyping	7.22111111111111			assay_3936
sample_3937	Phenotyping	7.08333333333333			assay_3937
sample_3938	Phenotyping	5.4			assay_3938
sample_3939	Phenotyping	6.22222222222222			assay_3939
sample_394	Phenotyping	11.4333333333333			assay_394
sample_3940	Phenotyping	5.88888888888889			assay_3940
sample_3941	Phenotyping	2.92777777777778			assay_3941
sample_3942	Phenotyping	3.2			assay_3942
sample_3943	Phenotyping	18.6666666666667			assay_3943
sample_3944	Phenotyping	15.3333333333333			assay_3944
sample_3945	Phenotyping	28.5833333333333			assay_3945
sample_3946	Phenotyping	10.9933333333333			assay_3946
sample_3947	Phenotyping	9.77777777777778			assay_3947
sample_3948	Phenotyping	16.2277777777778			assay_3948
sample_3949	Phenotyping	16.0444444444444			assay_3949
sample_395	Phenotyping	10.5555555555556			assay_395
sample_3950	Phenotyping	21.25			assay_3950
sample_3951	Phenotyping	24.2711111111111			assay_3951
sample_3952	Phenotyping	8.57666666666667			assay_3952
sample_3953	Phenotyping	6.42333333333333			assay_3953
sample_3954	Phenotyping	10.0			assay_3954
sample_3955	Phenotyping	17.25			assay_3955
sample_3956	Phenotyping	12.4833333333333			assay_3956
sample_3957	Phenotyping	14.9111111111111			assay_3957
sample_3958	Phenotyping	18.9444444444444			assay_3958
sample_3959	Phenotyping	13.8888888888889			assay_3959
sample_396	Phenotyping	9.77777777777778			assay_396
sample_3960	Phenotyping	22.6777777777778			assay_3960
sample_3961	Phenotyping	21.71			assay_3961
sample_3962	Phenotyping	15.5266666666667			assay_3962
sample_3963	Phenotyping	14.0			assay_3963
sample_3964	Phenotyping	14.0			assay_3964
sample_3965	Phenotyping	13.1111111111111			assay_3965
sample_3966	Phenotyping	9.71111111111111			assay_3966
sample_3967	Phenotyping	15.9722222222222			assay_3967
sample_3968	Phenotyping	13.7222222222222			assay_3968
sample_3969	Phenotyping	12.4833333333333			assay_3969
sample_397	Phenotyping	2.16666666666667			assay_397
sample_3970	Phenotyping	2.36666666666667			assay_3970
sample_3971	Phenotyping	2.48888888888889			assay_3971
sample_3972	Phenotyping	1.53333333333333			assay_3972
sample_3973	Phenotyping	13.1833333333333			assay_3973
sample_3974	Phenotyping	6.61111111111111			assay_3974
sample_3975	Phenotyping	10.7777777777778			assay_3975
sample_3976	Phenotyping	8.26333333333333			assay_3976
sample_3977	Phenotyping	19.1888888888889			assay_3977
sample_3978	Phenotyping	13.6722222222222			assay_3978
sample_3979	Phenotyping	5.96888888888889			assay_3979
sample_398	Phenotyping	2.48888888888889			assay_398
sample_3980	Phenotyping	3.68			assay_3980
sample_3981	Phenotyping	5.38333333333333			assay_3981
sample_3982	Phenotyping	8.58333333333333			assay_3982
sample_3983	Phenotyping	14.6666666666667			assay_3983
sample_3984	Phenotyping	13.6888888888889			assay_3984
sample_3985	Phenotyping	12.2			assay_3985
sample_3986	Phenotyping	14.95			assay_3986
sample_3987	Phenotyping	12.61			assay_3987
sample_3988	Phenotyping	11.5			assay_3988
sample_3989	Phenotyping	11.5711111111111			assay_3989
sample_399	Phenotyping	6.77222222222222			assay_399
sample_3990	Phenotyping	16.2277777777778			assay_3990
sample_3991	Phenotyping	13.7			assay_3991
sample_3992	Phenotyping	15.75			assay_3992
sample_3993	Phenotyping	8.4			assay_3993
sample_3994	Phenotyping	8.71111111111111			assay_3994
sample_3995	Phenotyping	10.3444444444444			assay_3995
sample_3996	Phenotyping	15.5555555555556			assay_3996
sample_3997	Phenotyping	7.71555555555556			assay_3997
sample_3998	Phenotyping	8.0			assay_3998
sample_3999	Phenotyping	4.31777777777778			assay_3999
sample_4	Phenotyping	2.66333333333333			assay_4
sample_40	Phenotyping	18.5277777777778			assay_40
sample_400	Phenotyping	4.84166666666667			assay_400
sample_4000	Phenotyping	3.06111111111111			assay_4000
sample_4001	Phenotyping	3.85			assay_4001
sample_4002	Phenotyping	8.98333333333333			assay_4002
sample_4003	Phenotyping	8.66666666666667			assay_4003
sample_4004	Phenotyping	8.48888888888889			assay_4004
sample_4005	Phenotyping	10.1111111111111			assay_4005
sample_4006	Phenotyping	6.0			assay_4006
sample_4007	Phenotyping	13.8277777777778			assay_4007
sample_4008	Phenotyping	11.6666666666667			assay_4008
sample_4009	Phenotyping	17.6333333333333			assay_4009
sample_401	Phenotyping	6.1			assay_401
sample_4010	Phenotyping	19.7333333333333			assay_4010
sample_4011	Phenotyping	22.2222222222222			assay_4011
sample_4012	Phenotyping	7.55555555555556			assay_4012
sample_4013	Phenotyping	6.7			assay_4013
sample_4014	Phenotyping	6.35555555555555			assay_4014
sample_4015	Phenotyping	15.3333333333333			assay_4015
sample_4016	Phenotyping	19.8611111111111			assay_4016
sample_4017	Phenotyping	13.5			assay_4017
sample_4018	Phenotyping	14.5833333333333			assay_4018
sample_4019	Phenotyping	13.0			assay_4019
sample_402	Phenotyping	6.44			assay_402
sample_4020	Phenotyping	10.6166666666667			assay_4020
sample_4021	Phenotyping	21.5833333333333			assay_4021
sample_4022	Phenotyping	26.1055555555556			assay_4022
sample_4023	Phenotyping	4.66666666666667			assay_4023
sample_4024	Phenotyping	18.7			assay_4024
sample_4025	Phenotyping	20.5555555555556			assay_4025
sample_4026	Phenotyping	16.6777777777778			assay_4026
sample_4027	Phenotyping	21.5277777777778			assay_4027
sample_4028	Phenotyping	26.7222222222222			assay_4028
sample_4029	Phenotyping	14.9333333333333			assay_4029
sample_403	Phenotyping	7.95833333333333			assay_403
sample_4030	Phenotyping	3.92666666666667			assay_4030
sample_4031	Phenotyping	6.57222222222222			assay_4031
sample_4032	Phenotyping	4.27777777777778			assay_4032
sample_4033	Phenotyping	12.7722222222222			assay_4033
sample_4034	Phenotyping	14.5555555555556			assay_4034
sample_4035	Phenotyping	18.46			assay_4035
sample_4036	Phenotyping	19.1111111111111			assay_4036
sample_4037	Phenotyping	18.3166666666667			assay_4037
sample_4038	Phenotyping	15.4555555555556			assay_4038
sample_4039	Phenotyping	8.59777777777778			assay_4039
sample_404	Phenotyping	2.15888888888889			assay_404
sample_4040	Phenotyping	9.77777777777778			assay_4040
sample_4041	Phenotyping	17.0			assay_4041
sample_4042	Phenotyping	20.4611111111111			assay_4042
sample_4043	Phenotyping	21.25			assay_4043
sample_4044	Phenotyping	21.7777777777778			assay_4044
sample_4045	Phenotyping	13.7955555555556			assay_4045
sample_4046	Phenotyping	14.8			assay_4046
sample_4047	Phenotyping	15.1111111111111			assay_4047
sample_4048	Phenotyping	13.5			assay_4048
sample_4049	Phenotyping	10.6111111111111			assay_4049
sample_405	Phenotyping	6.75555555555556			assay_405
sample_4050	Phenotyping	20.16			assay_4050
sample_4051	Phenotyping	9.77777777777778			assay_4051
sample_4052	Phenotyping	11.4444444444444			assay_4052
sample_4053	Phenotyping	7.93333333333333			assay_4053
sample_4054	Phenotyping	16.4066666666667			assay_4054
sample_4055	Phenotyping	15.86			assay_4055
sample_4056	Phenotyping	14.7			assay_4056
sample_4057	Phenotyping	21.0666666666667			assay_4057
sample_4058	Phenotyping	18.7833333333333			assay_4058
sample_4059	Phenotyping	7.95666666666667			assay_4059
sample_406	Phenotyping	12.5666666666667			assay_406
sample_4060	Phenotyping	12.3722222222222			assay_4060
sample_4061	Phenotyping	8.97222222222222			assay_4061
sample_4062	Phenotyping	10.3			assay_4062
sample_4063	Phenotyping	15.2777777777778			assay_4063
sample_4064	Phenotyping	14.1833333333333			assay_4064
sample_4065	Phenotyping	12.95			assay_4065
sample_4066	Phenotyping	8.84888888888889			assay_4066
sample_4067	Phenotyping	6.22222222222222			assay_4067
sample_4068	Phenotyping	10.2222222222222			assay_4068
sample_4069	Phenotyping	4.58333333333333			assay_4069
sample_407	Phenotyping	18.3			assay_407
sample_4070	Phenotyping	6.26111111111111			assay_4070
sample_4071	Phenotyping	5.66666666666667			assay_4071
sample_4072	Phenotyping	18.4722222222222			assay_4072
sample_4073	Phenotyping	13.65			assay_4073
sample_4074	Phenotyping	18.3444444444444			assay_4074
sample_4075	Phenotyping	19.5			assay_4075
sample_4076	Phenotyping	10.3			assay_4076
sample_4077	Phenotyping	35.3055555555556			assay_4077
sample_4078	Phenotyping	14.35			assay_4078
sample_4079	Phenotyping	11.0833333333333			assay_4079
sample_408	Phenotyping	20.1388888888889			assay_408
sample_4080	Phenotyping	10.5			assay_4080
sample_4081	Phenotyping	30.6111111111111			assay_4081
sample_4082	Phenotyping	33.4888888888889			assay_4082
sample_4083	Phenotyping	39.1111111111111			assay_4083
sample_4084	Phenotyping	16.05			assay_4084
sample_4085	Phenotyping	19.6555555555556			assay_4085
sample_4086	Phenotyping	20.5111111111111			assay_4086
sample_4087	Phenotyping	7.58333333333333			assay_4087
sample_4088	Phenotyping	13.6888888888889			assay_4088
sample_4089	Phenotyping	11.7833333333333			assay_4089
sample_409	Phenotyping	13.1944444444444			assay_409
sample_4090	Phenotyping	2.93333333333333			assay_4090
sample_4091	Phenotyping	2.46666666666667			assay_4091
sample_4092	Phenotyping	1.55555555555556			assay_4092
sample_4093	Phenotyping	2.74444444444444			assay_4093
sample_4094	Phenotyping	2.41111111111111			assay_4094
sample_4095	Phenotyping	1.94444444444444			assay_4095
sample_4096	Phenotyping	3.03333333333333			assay_4096
sample_4097	Phenotyping	4.35555555555556			assay_4097
sample_4098	Phenotyping	5.54166666666667			assay_4098
sample_4099	Phenotyping	2.66666666666667			assay_4099
sample_41	Phenotyping	7.77777777777778			assay_41
sample_410	Phenotyping	8.44444444444444			assay_410
sample_4100	Phenotyping	4.48611111111111			assay_4100
sample_4101	Phenotyping	2.48888888888889			assay_4101
sample_4102	Phenotyping	27.3611111111111			assay_4102
sample_4103	Phenotyping	23.4666666666667			assay_4103
sample_4104	Phenotyping	17.9988888888889			assay_4104
sample_4105	Phenotyping	9.40888888888889			assay_4105
sample_4106	Phenotyping	10.3522222222222			assay_4106
sample_4107	Phenotyping	8.4			assay_4107
sample_4108	Phenotyping	2.67444444444444			assay_4108
sample_4109	Phenotyping	2.06666666666667			assay_4109
sample_411	Phenotyping	24.75			assay_411
sample_4110	Phenotyping	2.53333333333333			assay_4110
sample_4111	Phenotyping	1.9			assay_4111
sample_4112	Phenotyping	4.04444444444444			assay_4112
sample_4113	Phenotyping	1.55555555555556			assay_4113
sample_4114	Phenotyping	4.13333333333333			assay_4114
sample_4115	Phenotyping	8.2			assay_4115
sample_4116	Phenotyping	19.4222222222222			assay_4116
sample_4117	Phenotyping	0.333333333333333			assay_4117
sample_4118	Phenotyping	0.142222222222222			assay_4118
sample_4119	Phenotyping	0.683333333333333			assay_4119
sample_412	Phenotyping	17.6			assay_412
sample_4120	Phenotyping	1.80444444444444			assay_4120
sample_4121	Phenotyping	1.5			assay_4121
sample_4122	Phenotyping	1.995			assay_4122
sample_4123	Phenotyping	4.27			assay_4123
sample_4124	Phenotyping	5.67777777777778			assay_4124
sample_4125	Phenotyping	11.2944444444444			assay_4125
sample_4126	Phenotyping	6.57777777777778			assay_4126
sample_4127	Phenotyping	5.48888888888889			assay_4127
sample_4128	Phenotyping	6.86333333333333			assay_4128
sample_4129	Phenotyping	4.26666666666667			assay_4129
sample_413	Phenotyping	15.6277777777778			assay_413
sample_4130	Phenotyping	4.0			assay_4130
sample_4131	Phenotyping	3.08333333333333			assay_4131
sample_4132	Phenotyping	17.94			assay_4132
sample_4133	Phenotyping	15.5222222222222			assay_4133
sample_4134	Phenotyping	14.0			assay_4134
sample_4135	Phenotyping	12.7722222222222			assay_4135
sample_4136	Phenotyping	10.2927777777778			assay_4136
sample_4137	Phenotyping	14.9333333333333			assay_4137
sample_4138	Phenotyping	7.82222222222222			assay_4138
sample_4139	Phenotyping	9.26888888888889			assay_4139
sample_414	Phenotyping	17.25			assay_414
sample_4140	Phenotyping	8.88888888888889			assay_4140
sample_4141	Phenotyping	4.8			assay_4141
sample_4142	Phenotyping	4.26666666666667			assay_4142
sample_4143	Phenotyping	6.29166666666667			assay_4143
sample_4144	Phenotyping	21.0111111111111			assay_4144
sample_4145	Phenotyping	20.0			assay_4145
sample_4146	Phenotyping	20.25			assay_4146
sample_4147	Phenotyping	10.1			assay_4147
sample_4148	Phenotyping	7.11111111111111			assay_4148
sample_4149	Phenotyping	9.18333333333333			assay_4149
sample_415	Phenotyping	12.3944444444444			assay_415
sample_4150	Phenotyping	6.33333333333333			assay_4150
sample_4151	Phenotyping	7.08333333333333			assay_4151
sample_4152	Phenotyping	6.61111111111111			assay_4152
sample_4153	Phenotyping	4.25833333333333			assay_4153
sample_4154	Phenotyping	4.76444444444444			assay_4154
sample_4155	Phenotyping	9.45			assay_4155
sample_4156	Phenotyping	0.213333333333333			assay_4156
sample_4157	Phenotyping	0.266666666666667			assay_4157
sample_4158	Phenotyping	9.2			assay_4158
sample_4159	Phenotyping	5.25666666666667			assay_4159
sample_416	Phenotyping	12.2666666666667			assay_416
sample_4160	Phenotyping	6.5			assay_4160
sample_4161	Phenotyping	6.75			assay_4161
sample_4162	Phenotyping	4.66666666666667			assay_4162
sample_4163	Phenotyping	2.5			assay_4163
sample_4164	Phenotyping	3.825			assay_4164
sample_4165	Phenotyping	7.55555555555556			assay_4165
sample_4166	Phenotyping	8.53333333333333			assay_4166
sample_4167	Phenotyping	11.2444444444444			assay_4167
sample_4168	Phenotyping	3.11111111111111			assay_4168
sample_4169	Phenotyping	2.93333333333333			assay_4169
sample_417	Phenotyping	10.3888888888889			assay_417
sample_4170	Phenotyping	9.28888888888889			assay_4170
sample_4171	Phenotyping	4.66666666666667			assay_4171
sample_4172	Phenotyping	3.33333333333333			assay_4172
sample_4173	Phenotyping	7.16666666666667			assay_4173
sample_4174	Phenotyping	2.88888888888889			assay_4174
sample_4175	Phenotyping	1.02222222222222			assay_4175
sample_4176	Phenotyping	2.96111111111111			assay_4176
sample_4177	Phenotyping	4.0			assay_4177
sample_4178	Phenotyping	10.7333333333333			assay_4178
sample_4179	Phenotyping	18.7777777777778			assay_4179
sample_418	Phenotyping	19.0222222222222			assay_418
sample_4180	Phenotyping	1.83333333333333			assay_4180
sample_4181	Phenotyping	2.46666666666667			assay_4181
sample_4182	Phenotyping	6.125			assay_4182
sample_4183	Phenotyping	3.69444444444444			assay_4183
sample_4184	Phenotyping	3.58888888888889			assay_4184
sample_4185	Phenotyping	23.3155555555556			assay_4185
sample_4186	Phenotyping	9.5			assay_4186
sample_4187	Phenotyping	5.09444444444444			assay_4187
sample_4188	Phenotyping	11.0833333333333			assay_4188
sample_4189	Phenotyping	9.28			assay_4189
sample_419	Phenotyping	30.3333333333333			assay_419
sample_4190	Phenotyping	11.2222222222222			assay_4190
sample_4191	Phenotyping	14.3			assay_4191
sample_4192	Phenotyping	2.19555555555556			assay_4192
sample_4193	Phenotyping	2.72222222222222			assay_4193
sample_4194	Phenotyping	2.95833333333333			assay_4194
sample_4195	Phenotyping	7.38222222222222			assay_4195
sample_4196	Phenotyping	8.5			assay_4196
sample_4197	Phenotyping	10.2222222222222			assay_4197
sample_4198	Phenotyping	3.39444444444444			assay_4198
sample_4199	Phenotyping	4.16666666666667			assay_4199
sample_42	Phenotyping	11.1111111111111			assay_42
sample_420	Phenotyping	43.4444444444444			assay_420
sample_4200	Phenotyping	5.55555555555556			assay_4200
sample_4201	Phenotyping	3.66666666666667			assay_4201
sample_4202	Phenotyping	1.69722222222222			assay_4202
sample_4203	Phenotyping	9.86			assay_4203
sample_4204	Phenotyping	4.84166666666667			assay_4204
sample_4205	Phenotyping	8.0			assay_4205
sample_4206	Phenotyping	5.38333333333333			assay_4206
sample_4207	Phenotyping	11.5322222222222			assay_4207
sample_4208	Phenotyping	10.15			assay_4208
sample_4209	Phenotyping	23.4			assay_4209
sample_421	Phenotyping	11.725			assay_421
sample_4210	Phenotyping	5.08333333333333			assay_4210
sample_4211	Phenotyping	4.0			assay_4211
sample_4212	Phenotyping	10.4266666666667			assay_4212
sample_4213	Phenotyping	7.38888888888889			assay_4213
sample_4214	Phenotyping	4.83333333333333			assay_4214
sample_4215	Phenotyping	11.4333333333333			assay_4215
sample_4216	Phenotyping	2.05			assay_4216
sample_4217	Phenotyping	2.53333333333333			assay_4217
sample_4218	Phenotyping	2.0			assay_4218
sample_4219	Phenotyping	3.17777777777778			assay_4219
sample_422	Phenotyping	16.8055555555556			assay_422
sample_4220	Phenotyping	5.5			assay_4220
sample_4221	Phenotyping	3.0			assay_4221
sample_4222	Phenotyping	9.6			assay_4222
sample_4223	Phenotyping	7.64444444444444			assay_4223
sample_4224	Phenotyping	13.5666666666667			assay_4224
sample_4225	Phenotyping	4.65722222222222			assay_4225
sample_4226	Phenotyping	7.01555555555556			assay_4226
sample_4227	Phenotyping	8.86666666666667			assay_4227
sample_4228	Phenotyping	3.6			assay_4228
sample_4229	Phenotyping	3.08333333333333			assay_4229
sample_423	Phenotyping	19.95			assay_423
sample_4230	Phenotyping	8.11111111111111			assay_4230
sample_4231	Phenotyping	22.95			assay_4231
sample_4232	Phenotyping	24.2711111111111			assay_4232
sample_4233	Phenotyping	20.4166666666667			assay_4233
sample_4234	Phenotyping	9.76			assay_4234
sample_4235	Phenotyping	8.12			assay_4235
sample_4236	Phenotyping	12.61			assay_4236
sample_4237	Phenotyping	0.116666666666667			assay_4237
sample_4238	Phenotyping	0.266666666666667			assay_4238
sample_4239	Phenotyping	0.116666666666667			assay_4239
sample_424	Phenotyping	14.9333333333333			assay_424
sample_4240	Phenotyping	12.2455555555556			assay_4240
sample_4241	Phenotyping	8.0			assay_4241
sample_4242	Phenotyping	8.38222222222222			assay_4242
sample_4243	Phenotyping	12.4555555555556			assay_4243
sample_4244	Phenotyping	20.5555555555556			assay_4244
sample_4245	Phenotyping	18.7			assay_4245
sample_4246	Phenotyping	0.333333333333333			assay_4246
sample_4247	Phenotyping	0.183333333333333			assay_4247
sample_4248	Phenotyping	0.244444444444444			assay_4248
sample_4249	Phenotyping	19.55			assay_4249
sample_425	Phenotyping	27.2222222222222			assay_425
sample_4250	Phenotyping	17.7333333333333			assay_4250
sample_4251	Phenotyping	14.56			assay_4251
sample_4252	Phenotyping	10.4361111111111			assay_4252
sample_4253	Phenotyping	6.61111111111111			assay_4253
sample_4254	Phenotyping	9.0			assay_4254
sample_4255	Phenotyping	11.1444444444444			assay_4255
sample_4256	Phenotyping	10.1055555555556			assay_4256
sample_4257	Phenotyping	10.0			assay_4257
sample_4258	Phenotyping	10.8688888888889			assay_4258
sample_4259	Phenotyping	9.98888888888889			assay_4259
sample_426	Phenotyping	31.4166666666667			assay_426
sample_4260	Phenotyping	11.5222222222222			assay_4260
sample_4261	Phenotyping	6.0			assay_4261
sample_4262	Phenotyping	6.66666666666667			assay_4262
sample_4263	Phenotyping	8.56			assay_4263
sample_4264	Phenotyping	7.6			assay_4264
sample_4265	Phenotyping	8.49722222222222			assay_4265
sample_4266	Phenotyping	11.8888888888889			assay_4266
sample_4267	Phenotyping	3.66666666666667			assay_4267
sample_4268	Phenotyping	2.35			assay_4268
sample_4269	Phenotyping	4.44444444444445			assay_4269
sample_427	Phenotyping	1.55555555555556			assay_427
sample_4270	Phenotyping	9.72777777777778			assay_4270
sample_4271	Phenotyping	11.3333333333333			assay_4271
sample_4272	Phenotyping	16.9166666666667			assay_4272
sample_4273	Phenotyping	18.7			assay_4273
sample_4274	Phenotyping	27.8666666666667			assay_4274
sample_4275	Phenotyping	24.3555555555556			assay_4275
sample_4276	Phenotyping	23.4			assay_4276
sample_4277	Phenotyping	24.5555555555556			assay_4277
sample_4278	Phenotyping	26.25			assay_4278
sample_4279	Phenotyping	16.5666666666667			assay_4279
sample_428	Phenotyping	5.83333333333333			assay_428
sample_4280	Phenotyping	18.0166666666667			assay_4280
sample_4281	Phenotyping	20.0611111111111			assay_4281
sample_4282	Phenotyping	10.4888888888889			assay_4282
sample_4283	Phenotyping	14.1166666666667			assay_4283
sample_4284	Phenotyping	13.65			assay_4284
sample_4285	Phenotyping	12.8			assay_4285
sample_4286	Phenotyping	16.05			assay_4286
sample_4287	Phenotyping	12.1			assay_4287
sample_4288	Phenotyping	14.1222222222222			assay_4288
sample_4289	Phenotyping	17.7777777777778			assay_4289
sample_429	Phenotyping	5.42222222222222			assay_429
sample_4290	Phenotyping	21.0833333333333			assay_4290
sample_4291	Phenotyping	14.6388888888889			assay_4291
sample_4292	Phenotyping	17.8444444444444			assay_4292
sample_4293	Phenotyping	15.4			assay_4293
sample_4294	Phenotyping	16.49			assay_4294
sample_4295	Phenotyping	11.6111111111111			assay_4295
sample_4296	Phenotyping	18.3166666666667			assay_4296
sample_4297	Phenotyping	19.2944444444444			assay_4297
sample_4298	Phenotyping	24.64			assay_4298
sample_4299	Phenotyping	25.8			assay_4299
sample_43	Phenotyping	32.2222222222222			assay_43
sample_430	Phenotyping	6.75			assay_430
sample_4300	Phenotyping	20.3333333333333			assay_4300
sample_4301	Phenotyping	16.2555555555556			assay_4301
sample_4302	Phenotyping	14.2			assay_4302
sample_4303	Phenotyping	6.2			assay_4303
sample_4304	Phenotyping	11.7833333333333			assay_4304
sample_4305	Phenotyping	8.55555555555556			assay_4305
sample_4306	Phenotyping	3.16666666666667			assay_4306
sample_4307	Phenotyping	2.375			assay_4307
sample_4308	Phenotyping	3.16666666666667			assay_4308
sample_4309	Phenotyping	25.2266666666667			assay_4309
sample_431	Phenotyping	10.9933333333333			assay_431
sample_4310	Phenotyping	28.5			assay_4310
sample_4311	Phenotyping	22.1			assay_4311
sample_4312	Phenotyping	24.0			assay_4312
sample_4313	Phenotyping	23.3155555555556			assay_4313
sample_4314	Phenotyping	25.2944444444444			assay_4314
sample_4315	Phenotyping	16.2277777777778			assay_4315
sample_4316	Phenotyping	24.2666666666667			assay_4316
sample_4317	Phenotyping	18.6666666666667			assay_4317
sample_4318	Phenotyping	26.55			assay_4318
sample_4319	Phenotyping	15.5166666666667			assay_4319
sample_432	Phenotyping	16.4333333333333			assay_432
sample_4320	Phenotyping	12.61			assay_4320
sample_4321	Phenotyping	23.0222222222222			assay_4321
sample_4322	Phenotyping	17.6333333333333			assay_4322
sample_4323	Phenotyping	15.8444444444444			assay_4323
sample_4324	Phenotyping	12.8916666666667			assay_4324
sample_4325	Phenotyping	11.8888888888889			assay_4325
sample_4326	Phenotyping	6.75			assay_4326
sample_4327	Phenotyping	25.6944444444444			assay_4327
sample_4328	Phenotyping	28.7777777777778			assay_4328
sample_4329	Phenotyping	24.9888888888889			assay_4329
sample_433	Phenotyping	1.46666666666667			assay_433
sample_4330	Phenotyping	16.6666666666667			assay_4330
sample_4331	Phenotyping	14.3066666666667			assay_4331
sample_4332	Phenotyping	14.0555555555556			assay_4332
sample_4333	Phenotyping	27.0111111111111			assay_4333
sample_4334	Phenotyping	31.5555555555556			assay_4334
sample_4335	Phenotyping	33.9166666666667			assay_4335
sample_4336	Phenotyping	5.21111111111111			assay_4336
sample_4337	Phenotyping	9.18333333333333			assay_4337
sample_4338	Phenotyping	10.4266666666667			assay_4338
sample_4339	Phenotyping	26.3888888888889			assay_4339
sample_434	Phenotyping	7.0			assay_434
sample_4340	Phenotyping	21.3777777777778			assay_4340
sample_4341	Phenotyping	29.1666666666667			assay_4341
sample_4342	Phenotyping	11.89			assay_4342
sample_4343	Phenotyping	15.6			assay_4343
sample_4344	Phenotyping	16.6111111111111			assay_4344
sample_4345	Phenotyping	21.45			assay_4345
sample_4346	Phenotyping	19.8055555555556			assay_4346
sample_4347	Phenotyping	25.6822222222222			assay_4347
sample_4348	Phenotyping	26.0			assay_4348
sample_4349	Phenotyping	16.1777777777778			assay_4349
sample_435	Phenotyping	9.5			assay_435
sample_4350	Phenotyping	30.0			assay_4350
